应变(%),应力(N/mm^2),力(N),位移(mm),变形Y(mm),变形Z(mm),时间(s),Temperature1(-),Temperature2(-),Temperature3(-),变形X(mm)
0,63.53597,12872.54,0.2438812,0,0,48.84082,0.1,0.1,0.1,0
0,63.54594,12874.56,0.243988,0,0,48.85791,0.1,0.1,0.1,0
0,63.55808,12877.02,0.2440796,0,0,48.875,0.1,0.1,0.1,0
0,63.56623,12878.67,0.2441406,0,0,48.89209,0.1,0.1,0.1,0
0,63.57249,12879.94,0.2441864,0,0,48.90869,0.1,0.1,0.1,0
0,63.58276,12882.02,0.244278,0,0,48.92578,0.1,0.1,0.1,0
0,63.59446,12884.39,0.2443848,0,0,48.94287,0.1,0.1,0.1,0
-5.292075E-06,63.60828,12887.19,0.2444916,-9.536743E-07,0,48.95996,0.1,0.1,0.1,0
-5.292075E-06,63.6185,12889.26,0.2445374,-9.536743E-07,0,48.97705,0.1,0.1,0.1,0
-5.292075E-06,63.62916,12891.42,0.2446289,-9.536743E-07,0,48.99414,0.1,0.1,0.1,0
-5.292075E-06,63.64056,12893.73,0.2447357,-9.536743E-07,0,49.01074,0.1,0.1,0.1,0
-5.292075E-06,63.65265,12896.18,0.2448425,-9.536743E-07,0,49.02783,0.1,0.1,0.1,0
0,63.66366,12898.41,0.2448883,0,0,49.04492,0.1,0.1,0.1,0
0,63.67091,12899.88,0.2449799,0,0,49.06201,0.1,0.1,0.1,0
0,63.67777,12901.27,0.2450867,0,0,49.0791,0.1,0.1,0.1,0
0,63.68671,12903.08,0.2451324,0,0,49.0957,0.1,0.1,0.1,0
-5.292075E-06,63.69796,12905.36,0.2452393,-9.536743E-07,0,49.11279,0.1,0.1,0.1,0
-5.292075E-06,63.70941,12907.68,0.2453308,-9.536743E-07,0,49.12988,0.1,0.1,0.1,0
-5.292075E-06,63.72106,12910.04,0.2453918,-9.536743E-07,0,49.14697,0.1,0.1,0.1,0
-5.292075E-06,63.73118,12912.09,0.2454834,-9.536743E-07,0,49.16406,0.1,0.1,0.1,0
-5.292075E-06,63.74105,12914.09,0.2455902,-9.536743E-07,0,49.18066,0.1,0.1,0.1,0
-5.292075E-06,63.75166,12916.24,0.245636,-9.536743E-07,0,49.19775,0.1,0.1,0.1,0
-5.292075E-06,63.76341,12918.62,0.2457275,-9.536743E-07,0,49.21484,0.1,0.1,0.1,0
-5.292075E-06,63.77624,12921.22,0.2458344,-9.536743E-07,0,49.23193,0.1,0.1,0.1,0
-5.292075E-06,63.78562,12923.12,0.2459412,-9.536743E-07,0,49.24902,0.1,0.1,0.1,0
-5.292075E-06,63.79806,12925.64,0.2459869,-9.536743E-07,0,49.26611,0.1,0.1,0.1,0
-5.292075E-06,63.80976,12928.01,0.2460785,-9.536743E-07,0,49.28271,0.1,0.1,0.1,0
-5.292075E-06,63.82264,12930.62,0.2461853,-9.536743E-07,0,49.2998,0.1,0.1,0.1,0
-5.292075E-06,63.83458,12933.04,0.2462921,-9.536743E-07,0,49.31689,0.1,0.1,0.1,0
-5.292075E-06,63.84184,12934.51,0.2463837,-9.536743E-07,0,49.33398,0.1,0.1,0.1,0
-5.292075E-06,63.84998,12936.16,0.2464294,-9.536743E-07,0,49.35107,0.1,0.1,0.1,0
-5.292075E-06,63.85709,12937.6,0.2465363,-9.536743E-07,0,49.36768,0.1,0.1,0.1,0
-5.292075E-06,63.86864,12939.94,0.246582,-9.536743E-07,0,49.38477,0.1,0.1,0.1,0
-5.292075E-06,63.88014,12942.27,0.2466888,-9.536743E-07,0,49.40186,0.1,0.1,0.1,0
-5.292075E-06,63.89204,12944.68,0.2467804,-9.536743E-07,0,49.41895,0.1,0.1,0.1,0
-5.292075E-06,63.90274,12946.85,0.2468872,-9.536743E-07,0,49.43604,0.1,0.1,0.1,0
-5.292075E-06,63.91227,12948.78,0.246933,-9.536743E-07,0,49.45313,0.1,0.1,0.1,0
-1.058415E-05,63.92249,12950.85,0.2470398,-1.907349E-06,0,49.46973,0.1,0.1,0.1,0
-1.058415E-05,63.93236,12952.85,0.2471313,-1.907349E-06,0,49.48682,0.1,0.1,0.1,0
-1.058415E-05,63.94312,12955.03,0.2471771,-1.907349E-06,0,49.50391,0.1,0.1,0.1,0
-5.292075E-06,63.95417,12957.27,0.2472839,-9.536743E-07,0,49.521,0.1,0.1,0.1,0
-1.058415E-05,63.96582,12959.63,0.2473907,-1.907349E-06,0,49.53809,0.1,0.1,0.1,0
-1.058415E-05,63.97644,12961.78,0.2474823,-1.907349E-06,0,49.55469,0.1,0.1,0.1,0
-1.058415E-05,63.98685,12963.89,0.2475281,-1.907349E-06,0,49.57178,0.1,0.1,0.1,0
-1.058415E-05,63.99643,12965.83,0.2476349,-1.907349E-06,0,49.58887,0.1,0.1,0.1,0
-1.058415E-05,64.0067,12967.91,0.2477417,-1.907349E-06,0,49.60596,0.1,0.1,0.1,0
-1.719925E-05,64.01746,12970.09,0.2477875,-3.099442E-06,0,49.62305,0.1,0.1,0.1,0
-1.719925E-05,64.02807,12972.24,0.247879,-3.099442E-06,0,49.64014,0.1,0.1,0.1,0
-1.719925E-05,64.03858,12974.37,0.2479858,-3.099442E-06,0,49.65674,0.1,0.1,0.1,0
-1.719925E-05,64.04726,12976.13,0.2480316,-3.099442E-06,0,49.67383,0.1,0.1,0.1,0
-1.719925E-05,64.05729,12978.16,0.2481384,-3.099442E-06,0,49.69092,0.1,0.1,0.1,0
-1.719925E-05,64.06933,12980.6,0.24823,-3.099442E-06,0,49.70801,0.1,0.1,0.1,0
-1.719925E-05,64.0797,12982.7,0.2483368,-3.099442E-06,0,49.7251,0.1,0.1,0.1,0
-1.719925E-05,64.09065,12984.92,0.2483826,-3.099442E-06,0,49.7417,0.1,0.1,0.1,0
-1.719925E-05,64.10052,12986.92,0.2484894,-3.099442E-06,0,49.75879,0.1,0.1,0.1,0
-1.719925E-05,64.10965,12988.77,0.2485809,-3.099442E-06,0,49.77588,0.1,0.1,0.1,0
-1.719925E-05,64.12057,12990.98,0.2486267,-3.099442E-06,0,49.79297,0.1,0.1,0.1,0
-1.719925E-05,64.12965,12992.82,0.2487335,-3.099442E-06,0,49.81006,0.1,0.1,0.1,0
-1.719925E-05,64.13922,12994.76,0.2488403,-3.099442E-06,0,49.82666,0.1,0.1,0.1,0
-1.719925E-05,64.14939,12996.82,0.2488861,-3.099442E-06,0,49.84375,0.1,0.1,0.1,0
-1.719925E-05,64.15891,12998.75,0.2489777,-3.099442E-06,0,49.86084,0.1,0.1,0.1,0
-1.719925E-05,64.17011,13001.02,0.2490845,-3.099442E-06,0,49.87793,0.1,0.1,0.1,0
-2.249132E-05,64.18112,13003.25,0.2491913,-4.053116E-06,0,49.89502,0.1,0.1,0.1,0
-1.719925E-05,64.19455,13005.97,0.2492828,-3.099442E-06,0,49.91211,0.1,0.1,0.1,0
-1.719925E-05,64.20556,13008.2,0.2493286,-3.099442E-06,0,49.92871,0.1,0.1,0.1,0
-1.058415E-05,64.21558,13010.23,0.2494354,-1.907349E-06,0,49.9458,0.1,0.1,0.1,0
-1.058415E-05,64.22357,13011.85,0.2494812,-1.907349E-06,0,49.96289,0.1,0.1,0.1,0
-1.058415E-05,64.22989,13013.13,0.249588,-1.907349E-06,0,49.97998,0.1,0.1,0.1,0
-1.058415E-05,64.23972,13015.12,0.2496796,-1.907349E-06,0,49.99707,0.1,0.1,0.1,0
-1.058415E-05,64.248,13016.8,0.2497406,-1.907349E-06,0,50.01367,0.1,0.1,0.1,0
-1.058415E-05,64.25945,13019.12,0.2498322,-1.907349E-06,0,50.03076,0.1,0.1,0.1,0
-1.058415E-05,64.27032,13021.32,0.249939,-1.907349E-06,0,50.04785,0.1,0.1,0.1,0
-5.292075E-06,64.28216,13023.72,0.2500305,-9.536743E-07,0,50.06494,0.1,0.1,0.1,0
-5.292075E-06,64.29321,13025.96,0.2500763,-9.536743E-07,0,50.08203,0.1,0.1,0.1,0
-5.292075E-06,64.30176,13027.69,0.2501831,-9.536743E-07,0,50.09912,0.1,0.1,0.1,0
-5.292075E-06,64.31197,13029.76,0.2502289,-9.536743E-07,0,50.11572,0.1,0.1,0.1,0
0,64.32095,13031.58,0.2503357,0,0,50.13281,0.1,0.1,0.1,0
0,64.33408,13034.24,0.2504272,0,0,50.1499,0.1,0.1,0.1,0
0,64.34248,13035.94,0.2505341,0,0,50.16699,0.1,0.1,0.1,0
0,64.35165,13037.8,0.2505798,0,0,50.18408,0.1,0.1,0.1,0
0,64.35985,13039.46,0.2506866,0,0,50.20068,0.1,0.1,0.1,0
0,64.3676,13041.03,0.2507324,0,0,50.21777,0.1,0.1,0.1,0
0,64.38107,13043.76,0.2508392,0,0,50.23486,0.1,0.1,0.1,0
0,64.394,13046.38,0.2509308,0,0,50.25195,0.1,0.1,0.1,0
0,64.40857,13049.33,0.2510376,0,0,50.26904,0.1,0.1,0.1,0
0,64.41805,13051.25,0.2511292,0,0,50.28613,0.1,0.1,0.1,0
0,64.42574,13052.81,0.2511902,0,0,50.30273,0.1,0.1,0.1,0
0,64.43546,13054.78,0.2512817,0,0,50.31982,0.1,0.1,0.1,0
0,64.44637,13056.99,0.2513885,0,0,50.33691,0.1,0.1,0.1,0
5.292075E-06,64.45896,13059.54,0.2514801,9.536743E-07,0,50.354,0.1,0.1,0.1,0
5.292075E-06,64.46962,13061.7,0.2515259,9.536743E-07,0,50.37109,0.1,0.1,0.1,0
1.058415E-05,64.4786,13063.52,0.2516327,1.907349E-06,0,50.3877,0.1,0.1,0.1,0
1.058415E-05,64.48773,13065.37,0.2516785,1.907349E-06,0,50.40479,0.1,0.1,0.1,0
1.058415E-05,64.49864,13067.58,0.2517853,1.907349E-06,0,50.42188,0.1,0.1,0.1,0
1.058415E-05,64.51049,13069.98,0.2518768,1.907349E-06,0,50.43896,0.1,0.1,0.1,0
1.058415E-05,64.52194,13072.3,0.2519836,1.907349E-06,0,50.45605,0.1,0.1,0.1,0
5.292075E-06,64.5326,13074.46,0.2520905,9.536743E-07,0,50.47266,0.1,0.1,0.1,0
5.292075E-06,64.54212,13076.39,0.2521362,9.536743E-07,0,50.48975,0.1,0.1,0.1,0
5.292075E-06,64.55294,13078.58,0.2522278,9.536743E-07,0,50.50684,0.1,0.1,0.1,0
5.292075E-06,64.56281,13080.58,0.2522888,9.536743E-07,0,50.52393,0.1,0.1,0.1,0
5.292075E-06,64.57303,13082.65,0.2523804,9.536743E-07,0,50.54102,0.1,0.1,0.1,0
5.292075E-06,64.58275,13084.62,0.2524872,9.536743E-07,0,50.55811,0.1,0.1,0.1,0
5.292075E-06,64.59238,13086.57,0.252533,9.536743E-07,0,50.57471,0.1,0.1,0.1,0
5.292075E-06,64.60368,13088.86,0.2526398,9.536743E-07,0,50.5918,0.1,0.1,0.1,0
5.292075E-06,64.61518,13091.19,0.2527313,9.536743E-07,0,50.60889,0.1,0.1,0.1,0
5.292075E-06,64.62372,13092.92,0.2528381,9.536743E-07,0,50.62598,0.1,0.1,0.1,0
5.292075E-06,64.63369,13094.94,0.2528839,9.536743E-07,0,50.64307,0.1,0.1,0.1,0
0,64.64395,13097.02,0.2529755,0,0,50.65967,0.1,0.1,0.1,0
-5.292075E-06,64.65738,13099.74,0.2530823,-9.536743E-07,0,50.67676,0.1,0.1,0.1,0
0,64.66908,13102.11,0.2531891,0,0,50.69385,0.1,0.1,0.1,0
0,64.67761,13103.84,0.2532349,0,0,50.71094,0.1,0.1,0.1,0
5.292075E-06,64.68561,13105.46,0.2533264,9.536743E-07,0,50.72803,0.1,0.1,0.1,0
5.292075E-06,64.69366,13107.09,0.2533875,9.536743E-07,0,50.74512,0.1,0.1,0.1,0
5.292075E-06,64.70318,13109.02,0.253479,9.536743E-07,0,50.76172,0.1,0.1,0.1,0
5.292075E-06,64.71414,13111.24,0.2535858,9.536743E-07,0,50.77881,0.1,0.1,0.1,0
5.292075E-06,64.7244,13113.32,0.2536774,9.536743E-07,0,50.7959,0.1,0.1,0.1,0
5.292075E-06,64.73566,13115.6,0.2537384,9.536743E-07,0,50.81299,0.1,0.1,0.1,0
5.292075E-06,64.74632,13117.76,0.25383,9.536743E-07,0,50.83008,0.1,0.1,0.1,0
5.292075E-06,64.75762,13120.05,0.2539368,9.536743E-07,0,50.84668,0.1,0.1,0.1,0
5.292075E-06,64.76774,13122.1,0.2539825,9.536743E-07,0,50.86377,0.1,0.1,0.1,0
5.292075E-06,64.77905,13124.39,0.2540894,9.536743E-07,0,50.88086,0.1,0.1,0.1,0
5.292075E-06,64.79044,13126.7,0.2541809,9.536743E-07,0,50.89795,0.1,0.1,0.1,0
5.292075E-06,64.80017,13128.67,0.2542877,9.536743E-07,0,50.91504,0.1,0.1,0.1,0
5.292075E-06,64.81014,13130.69,0.2543335,9.536743E-07,0,50.93213,0.1,0.1,0.1,0
0,64.81898,13132.48,0.254425,0,0,50.94873,0.1,0.1,0.1,0
5.292075E-06,64.83009,13134.73,0.2545319,9.536743E-07,0,50.96582,0.1,0.1,0.1,0
0,64.84183,13137.11,0.2546387,0,0,50.98291,0.1,0.1,0.1,0
5.292075E-06,64.85091,13138.95,0.2546844,9.536743E-07,0,51,0.1,0.1,0.1,0
5.292075E-06,64.86063,13140.92,0.254776,9.536743E-07,0,51.01709,0.1,0.1,0.1,0
5.292075E-06,64.86903,13142.62,0.254837,9.536743E-07,0,51.03369,0.1,0.1,0.1,0
5.292075E-06,64.8819,13145.23,0.2549286,9.536743E-07,0,51.05078,0.1,0.1,0.1,0
5.292075E-06,64.89518,13147.92,0.2550354,9.536743E-07,0,51.06787,0.1,0.1,0.1,0
1.058415E-05,64.90708,13150.33,0.255127,1.907349E-06,0,51.08496,0.1,0.1,0.1,0
1.058415E-05,64.91528,13151.99,0.255188,1.907349E-06,0,51.10205,0.1,0.1,0.1,0
5.292075E-06,64.92208,13153.37,0.2552795,9.536743E-07,0,51.11914,0.1,0.1,0.1,0
1.058415E-05,64.93013,13155,0.2553253,1.907349E-06,0,51.13574,0.1,0.1,0.1,0
1.058415E-05,64.93985,13156.97,0.2554321,1.907349E-06,0,51.15283,0.1,0.1,0.1,0
1.719925E-05,64.94982,13158.99,0.2555389,3.099442E-06,0,51.16992,0.1,0.1,0.1,0
1.719925E-05,64.95979,13161.01,0.2555847,3.099442E-06,0,51.18701,0.1,0.1,0.1,0
1.719925E-05,64.97105,13163.29,0.2556763,3.099442E-06,0,51.2041,0.1,0.1,0.1,0
1.719925E-05,64.98289,13165.69,0.2557831,3.099442E-06,0,51.2207,0.1,0.1,0.1,0
1.719925E-05,64.99316,13167.77,0.2558746,3.099442E-06,0,51.23779,0.1,0.1,0.1,0
1.719925E-05,65.00264,13169.69,0.2559357,3.099442E-06,0,51.25488,0.1,0.1,0.1,0
2.249132E-05,65.01206,13171.6,0.2560272,4.053116E-06,0,51.27197,0.1,0.1,0.1,0
1.719925E-05,65.02351,13173.92,0.256134,3.099442E-06,0,51.28906,0.1,0.1,0.1,0
2.249132E-05,65.03679,13176.61,0.2562256,4.053116E-06,0,51.30566,0.1,0.1,0.1,0
1.719925E-05,65.0475,13178.78,0.2562866,3.099442E-06,0,51.32275,0.1,0.1,0.1,0
1.719925E-05,65.05871,13181.05,0.2563782,3.099442E-06,0,51.33984,0.1,0.1,0.1,0
1.719925E-05,65.06715,13182.76,0.256485,3.099442E-06,0,51.35693,0.1,0.1,0.1,0
1.719925E-05,65.07628,13184.61,0.2565308,3.099442E-06,0,51.37402,0.1,0.1,0.1,0
1.719925E-05,65.08344,13186.06,0.2566376,3.099442E-06,0,51.39111,0.1,0.1,0.1,0
1.058415E-05,65.09153,13187.7,0.2567291,1.907349E-06,0,51.40771,0.1,0.1,0.1,0
1.058415E-05,65.10149,13189.72,0.2567749,1.907349E-06,0,51.4248,0.1,0.1,0.1,0
1.058415E-05,65.1124,13191.93,0.2568817,1.907349E-06,0,51.44189,0.1,0.1,0.1,0
1.719925E-05,65.12479,13194.44,0.2569885,3.099442E-06,0,51.45898,0.1,0.1,0.1,0
1.719925E-05,65.13477,13196.46,0.2570343,3.099442E-06,0,51.47607,0.1,0.1,0.1,0
1.719925E-05,65.14464,13198.46,0.2571259,3.099442E-06,0,51.49268,0.1,0.1,0.1,0
1.719925E-05,65.15431,13200.42,0.2572327,3.099442E-06,0,51.50977,0.1,0.1,0.1,0
1.058415E-05,65.16541,13202.67,0.2573242,1.907349E-06,0,51.52686,0.1,0.1,0.1,0
1.058415E-05,65.17578,13204.77,0.2573853,1.907349E-06,0,51.54395,0.1,0.1,0.1,0
1.058415E-05,65.18472,13206.58,0.2574768,1.907349E-06,0,51.56104,0.1,0.1,0.1,0
1.058415E-05,65.19463,13208.59,0.2575836,1.907349E-06,0,51.57813,0.1,0.1,0.1,0
1.058415E-05,65.20411,13210.51,0.2576294,1.907349E-06,0,51.59473,0.1,0.1,0.1,0
1.058415E-05,65.21265,13212.24,0.2577362,1.907349E-06,0,51.61182,0.1,0.1,0.1,0
1.058415E-05,65.22559,13214.86,0.2578278,1.907349E-06,0,51.62891,0.1,0.1,0.1,0
1.058415E-05,65.23812,13217.4,0.2579346,1.907349E-06,0,51.646,0.1,0.1,0.1,0
5.292075E-06,65.24987,13219.78,0.2580261,9.536743E-07,0,51.66309,0.1,0.1,0.1,0
5.292075E-06,65.26023,13221.88,0.2580872,9.536743E-07,0,51.67969,0.1,0.1,0.1,0
5.292075E-06,65.26572,13222.99,0.2581329,9.536743E-07,0,51.69678,0.1,0.1,0.1,0
5.292075E-06,65.27494,13224.86,0.2582245,9.536743E-07,0,51.71387,0.1,0.1,0.1,0
5.292075E-06,65.28496,13226.89,0.2583313,9.536743E-07,0,51.73096,0.1,0.1,0.1,0
5.292075E-06,65.29612,13229.15,0.2584381,9.536743E-07,0,51.74805,0.1,0.1,0.1,0
5.292075E-06,65.30767,13231.49,0.2585297,9.536743E-07,0,51.76514,0.1,0.1,0.1,0
5.292075E-06,65.31655,13233.29,0.2585754,9.536743E-07,0,51.78174,0.1,0.1,0.1,0
5.292075E-06,65.32997,13236.01,0.2586823,9.536743E-07,0,51.79883,0.1,0.1,0.1,0
1.058415E-05,65.34064,13238.17,0.2587891,1.907349E-06,0,51.81592,0.1,0.1,0.1,0
1.058415E-05,65.35233,13240.54,0.2588806,1.907349E-06,0,51.83301,0.1,0.1,0.1,0
1.058415E-05,65.36043,13242.18,0.2589264,1.907349E-06,0,51.8501,0.1,0.1,0.1,0
1.058415E-05,65.36838,13243.79,0.2589874,1.907349E-06,0,51.8667,0.1,0.1,0.1,0
1.058415E-05,65.38003,13246.15,0.259079,1.907349E-06,0,51.88379,0.1,0.1,0.1,0
1.058415E-05,65.39014,13248.2,0.2591858,1.907349E-06,0,51.90088,0.1,0.1,0.1,0
1.058415E-05,65.40356,13250.92,0.2592773,1.907349E-06,0,51.91797,0.1,0.1,0.1,0
1.058415E-05,65.41275,13252.78,0.2593842,1.907349E-06,0,51.93506,0.1,0.1,0.1,0
1.719925E-05,65.42218,13254.69,0.2594299,3.099442E-06,0,51.95166,0.1,0.1,0.1,0
1.719925E-05,65.43076,13256.43,0.2595367,3.099442E-06,0,51.96875,0.1,0.1,0.1,0
1.719925E-05,65.43886,13258.07,0.2596283,3.099442E-06,0,51.98584,0.1,0.1,0.1,0
1.719925E-05,65.44981,13260.29,0.2596741,3.099442E-06,0,52.00293,0.1,0.1,0.1,0
1.719925E-05,65.45742,13261.83,0.2597809,3.099442E-06,0,52.02002,0.1,0.1,0.1,0
1.719925E-05,65.46788,13263.95,0.2598877,3.099442E-06,0,52.03711,0.1,0.1,0.1,0
2.249132E-05,65.47568,13265.53,0.2599335,4.053116E-06,0,52.05371,0.1,0.1,0.1,0
2.249132E-05,65.48738,13267.9,0.260025,4.053116E-06,0,52.0708,0.1,0.1,0.1,0
2.249132E-05,65.49883,13270.22,0.2601318,4.053116E-06,0,52.08789,0.1,0.1,0.1,0
1.719925E-05,65.51053,13272.59,0.2602386,3.099442E-06,0,52.10498,0.1,0.1,0.1,0
1.719925E-05,65.52193,13274.9,0.2602844,3.099442E-06,0,52.12207,0.1,0.1,0.1,0
1.719925E-05,65.53057,13276.65,0.260376,3.099442E-06,0,52.13867,0.1,0.1,0.1,0
2.249132E-05,65.54147,13278.86,0.2604828,4.053116E-06,0,52.15576,0.1,0.1,0.1,0
2.249132E-05,65.55056,13280.7,0.2605743,4.053116E-06,0,52.17285,0.1,0.1,0.1,0
2.249132E-05,65.55939,13282.49,0.2606354,4.053116E-06,0,52.18994,0.1,0.1,0.1,0
2.249132E-05,65.56896,13284.43,0.2606812,4.053116E-06,0,52.20703,0.1,0.1,0.1,0
2.249132E-05,65.58061,13286.79,0.260788,4.053116E-06,0,52.22412,0.1,0.1,0.1,0
1.719925E-05,65.59444,13289.59,0.2609253,3.099442E-06,0,52.24072,0.1,0.1,0.1,0
1.719925E-05,65.60455,13291.64,0.2609863,3.099442E-06,0,52.25781,0.1,0.1,0.1,0
1.719925E-05,65.61359,13293.47,0.2610321,3.099442E-06,0,52.2749,0.1,0.1,0.1,0
1.058415E-05,65.61995,13294.76,0.2611237,1.907349E-06,0,52.29199,0.1,0.1,0.1,0
1.058415E-05,65.63066,13296.93,0.2612305,1.907349E-06,0,52.30908,0.1,0.1,0.1,0
1.058415E-05,65.64369,13299.57,0.2613373,1.907349E-06,0,52.32568,0.1,0.1,0.1,0
1.058415E-05,65.655,13301.86,0.2614288,1.907349E-06,0,52.34277,0.1,0.1,0.1,0
1.058415E-05,65.66551,13303.99,0.2614746,1.907349E-06,0,52.35986,0.1,0.1,0.1,0
1.058415E-05,65.67395,13305.7,0.2615814,1.907349E-06,0,52.37695,0.1,0.1,0.1,0
1.058415E-05,65.6853,13308,0.2616882,1.907349E-06,0,52.39404,0.1,0.1,0.1,0
1.058415E-05,65.69557,13310.08,0.2617798,1.907349E-06,0,52.41113,0.1,0.1,0.1,0
1.719925E-05,65.70559,13312.11,0.2618256,3.099442E-06,0,52.42773,0.1,0.1,0.1,0
1.719925E-05,65.71516,13314.05,0.2619324,3.099442E-06,0,52.44482,0.1,0.1,0.1,0
1.058415E-05,65.72242,13315.52,0.2619781,1.907349E-06,0,52.46191,0.1,0.1,0.1,0
1.058415E-05,65.7317,13317.4,0.262085,1.907349E-06,0,52.479,0.1,0.1,0.1,0
5.292075E-06,65.74049,13319.18,0.2621307,9.536743E-07,0,52.49609,0.1,0.1,0.1,0
5.292075E-06,65.7508,13321.27,0.2622375,9.536743E-07,0,52.5127,0.1,0.1,0.1,0
5.292075E-06,65.7619,13323.52,0.2623291,9.536743E-07,0,52.52979,0.1,0.1,0.1,0
5.292075E-06,65.77153,13325.47,0.2624359,9.536743E-07,0,52.54688,0.1,0.1,0.1,0
5.292075E-06,65.78456,13328.11,0.2625275,9.536743E-07,0,52.56396,0.1,0.1,0.1,0
5.292075E-06,65.79507,13330.24,0.2625732,9.536743E-07,0,52.58105,0.1,0.1,0.1,0
5.292075E-06,65.80761,13332.78,0.2626801,9.536743E-07,0,52.59766,0.1,0.1,0.1,0
1.058415E-05,65.81792,13334.87,0.2627869,1.907349E-06,0,52.61475,0.1,0.1,0.1,0
5.292075E-06,65.82804,13336.92,0.2628326,9.536743E-07,0,52.63184,0.1,0.1,0.1,0
5.292075E-06,65.83875,13339.09,0.2629242,9.536743E-07,0,52.64893,0.1,0.1,0.1,0
5.292075E-06,65.84759,13340.88,0.263031,9.536743E-07,0,52.66602,0.1,0.1,0.1,0
5.292075E-06,65.85756,13342.9,0.2631378,9.536743E-07,0,52.68311,0.1,0.1,0.1,0
5.292075E-06,65.8662,13344.65,0.2631836,9.536743E-07,0,52.69971,0.1,0.1,0.1,0
5.292075E-06,65.87568,13346.57,0.2632751,9.536743E-07,0,52.7168,0.1,0.1,0.1,0
5.292075E-06,65.88451,13348.36,0.263382,9.536743E-07,0,52.73389,0.1,0.1,0.1,0
5.292075E-06,65.89211,13349.9,0.2634277,9.536743E-07,0,52.75098,0.1,0.1,0.1,0
5.292075E-06,65.90115,13351.73,0.2634735,9.536743E-07,0,52.76807,0.1,0.1,0.1,0
5.292075E-06,65.91013,13353.55,0.2635803,9.536743E-07,0,52.78467,0.1,0.1,0.1,0
5.292075E-06,65.92271,13356.1,0.2636871,9.536743E-07,0,52.80176,0.1,0.1,0.1,0
1.058415E-05,65.93491,13358.57,0.2637787,1.907349E-06,0,52.81885,0.1,0.1,0.1,0
5.292075E-06,65.94714,13361.05,0.2638855,9.536743E-07,0,52.83594,0.1,0.1,0.1,0
1.058415E-05,65.95939,13363.53,0.2639771,1.907349E-06,0,52.85303,0.1,0.1,0.1,0
5.292075E-06,65.97143,13365.97,0.2640228,9.536743E-07,0,52.87012,0.1,0.1,0.1,0
5.292075E-06,65.98352,13368.42,0.2641296,9.536743E-07,0,52.88672,0.1,0.1,0.1,0
5.292075E-06,65.99458,13370.66,0.2642365,9.536743E-07,0,52.90381,0.1,0.1,0.1,0
5.292075E-06,66.00169,13372.1,0.264328,9.536743E-07,0,52.9209,0.1,0.1,0.1,0
0,66.00613,13373,0.2643738,0,0,52.93799,0.1,0.1,0.1,0
5.292075E-06,66.01452,13374.7,0.2644348,9.536743E-07,0,52.95508,0.1,0.1,0.1,0
5.292075E-06,66.02503,13376.83,0.2645264,9.536743E-07,0,52.97168,0.1,0.1,0.1,0
5.292075E-06,66.03703,13379.26,0.2646332,9.536743E-07,0,52.98877,0.1,0.1,0.1,0
5.292075E-06,66.04882,13381.65,0.2647247,9.536743E-07,0,53.00586,0.1,0.1,0.1,0
5.292075E-06,66.05805,13383.52,0.2648315,9.536743E-07,0,53.02295,0.1,0.1,0.1,0
5.292075E-06,66.06714,13385.36,0.2648773,9.536743E-07,0,53.04004,0.1,0.1,0.1,0
1.058415E-05,66.07562,13387.08,0.2649841,1.907349E-06,0,53.05713,0.1,0.1,0.1,0
1.058415E-05,66.08456,13388.89,0.2650299,1.907349E-06,0,53.07373,0.1,0.1,0.1,0
1.058415E-05,66.09255,13390.51,0.2651367,1.907349E-06,0,53.09082,0.1,0.1,0.1,0
1.058415E-05,66.10109,13392.24,0.2652283,1.907349E-06,0,53.10791,0.1,0.1,0.1,0
1.719925E-05,66.1118,13394.41,0.2653351,3.099442E-06,0,53.125,0.1,0.1,0.1,0
1.719925E-05,66.12384,13396.85,0.2653809,3.099442E-06,0,53.14209,0.1,0.1,0.1,0
1.719925E-05,66.13278,13398.66,0.2654724,3.099442E-06,0,53.15869,0.1,0.1,0.1,0
1.719925E-05,66.14487,13401.11,0.2655334,3.099442E-06,0,53.17578,0.1,0.1,0.1,0
1.719925E-05,66.15672,13403.51,0.265625,3.099442E-06,0,53.19287,0.1,0.1,0.1,0
1.058415E-05,66.1697,13406.14,0.2657318,1.907349E-06,0,53.20996,0.1,0.1,0.1,0
1.719925E-05,66.1814,13408.51,0.2658234,3.099442E-06,0,53.22705,0.1,0.1,0.1,0
1.719925E-05,66.1889,13410.03,0.2659302,3.099442E-06,0,53.24414,0.1,0.1,0.1,0
1.719925E-05,66.19571,13411.41,0.265976,3.099442E-06,0,53.26074,0.1,0.1,0.1,0
1.719925E-05,66.20346,13412.98,0.2660828,3.099442E-06,0,53.27783,0.1,0.1,0.1,0
1.719925E-05,66.21526,13415.37,0.2661285,3.099442E-06,0,53.29492,0.1,0.1,0.1,0
1.719925E-05,66.22656,13417.66,0.2662354,3.099442E-06,0,53.31201,0.1,0.1,0.1,0
1.719925E-05,66.23668,13419.71,0.2663269,3.099442E-06,0,53.3291,0.1,0.1,0.1,0
1.719925E-05,66.24615,13421.63,0.2663727,3.099442E-06,0,53.3457,0.1,0.1,0.1,0
1.719925E-05,66.25415,13423.25,0.2664795,3.099442E-06,0,53.36279,0.1,0.1,0.1,0
