应变(%),应力(N/mm^2),力(N),位移(mm),变形Y(mm),变形Z(mm),时间(s),Temperature1(-),Temperature2(-),Temperature3(-),变形X(mm)
0,0.09733349,19.72,0,0,0,0.05078125,0.1,0.1,0.1,0
0,0.09777771,19.81,0,0,0,0.06787109,0.1,0.1,0.1,0
0,0.09777771,19.81,0,0,0,0.08496094,0.1,0.1,0.1,0
0,0.09945588,20.15,0,0,0,0.1020508,0.1,0.1,0.1,0
5.292075E-06,0.1002456,20.31,0,9.536743E-07,0,0.1191406,0.1,0.1,0.1,0
5.292075E-06,0.1049839,21.27,4.577637E-05,9.536743E-07,0,0.1357422,0.1,0.1,0.1,0
5.292075E-06,0.109821,22.25,0.0001068115,9.536743E-07,0,0.152832,0.1,0.1,0.1,0
5.292075E-06,0.1165337,23.61,0.0001068115,9.536743E-07,0,0.1699219,0.1,0.1,0.1,0
5.292075E-06,0.1227034,24.86,0.0001525879,9.536743E-07,0,0.1870117,0.1,0.1,0.1,0
1.058415E-05,0.1301564,26.37,0.0001983643,1.907349E-06,0,0.2041016,0.1,0.1,0.1,0
5.292075E-06,0.1391395,28.19,0.0002441406,9.536743E-07,0,0.2207031,0.1,0.1,0.1,0
5.292075E-06,0.1523674,30.87,0.0003509521,9.536743E-07,0,0.237793,0.1,0.1,0.1,0
5.292075E-06,0.1736899,35.19,0.0004577637,9.536743E-07,0,0.2548828,0.1,0.1,0.1,0
5.292075E-06,0.2066609,41.87,0.0005950928,9.536743E-07,0,0.2719727,0.1,0.1,0.1,0
5.292075E-06,0.244469,49.53,0.0008544922,9.536743E-07,0,0.2890625,0.1,0.1,0.1,0
5.292075E-06,0.2850904,57.76,0.00100708,9.536743E-07,0,0.3056641,0.1,0.1,0.1,0
5.292075E-06,0.3198876,64.81,0.001098633,9.536743E-07,0,0.3227539,0.1,0.1,0.1,0
5.292075E-06,0.3506375,71.04,0.001251221,9.536743E-07,0,0.3398438,0.1,0.1,0.1,0
5.292075E-06,0.379265,76.84,0.001358032,9.536743E-07,0,0.3569336,0.1,0.1,0.1,0
5.292075E-06,0.404783,82.01,0.001449585,9.536743E-07,0,0.3740234,0.1,0.1,0.1,0
0,0.4311894,87.36,0.001556396,0,0,0.3911133,0.1,0.1,0.1,0
0,0.4549304,92.17,0.001602173,0,0,0.4077148,0.1,0.1,0.1,0
0,0.483015,97.86,0.001693726,0,0,0.4248047,0.1,0.1,0.1,0
0,0.5096188,103.25,0.001800537,0,0,0.4418945,0.1,0.1,0.1,0
0,0.5341496,108.22,0.001907349,0,0,0.4589844,0.1,0.1,0.1,0
0,0.5587298,113.2,0.001998901,0,0,0.4760742,0.1,0.1,0.1,0
5.292075E-06,0.5788184,117.27,0.002044678,9.536743E-07,0,0.4926758,0.1,0.1,0.1,0
5.292075E-06,0.6026089,122.09,0.002151489,9.536743E-07,0,0.5097656,0.1,0.1,0.1,0
0,0.6256096,126.75,0.002243042,0,0,0.5268555,0.1,0.1,0.1,0
0,0.6506833,131.83,0.002304077,0,0,0.5439453,0.1,0.1,0.1,0
0,0.6781262,137.39,0.00239563,0,0,0.5610352,0.1,0.1,0.1,0
0,0.7056185,142.96,0.002502441,0,0,0.578125,0.1,0.1,0.1,0
0,0.7354306,149,0.002593994,0,0,0.5947266,0.1,0.1,0.1,0
-5.292075E-06,0.7633671,154.66,0.002700806,-9.536743E-07,0,0.6118164,0.1,0.1,0.1,0
-5.292075E-06,0.793574,160.78,0.002807617,-9.536743E-07,0,0.6289063,0.1,0.1,0.1,0
-5.292075E-06,0.8223989,166.62,0.002853394,-9.536743E-07,0,0.6459961,0.1,0.1,0.1,0
-1.058415E-05,0.8511745,172.45,0.002944946,-1.907349E-06,0,0.6630859,0.1,0.1,0.1,0
-1.058415E-05,0.8795552,178.2,0.003051758,-1.907349E-06,0,0.6796875,0.1,0.1,0.1,0
-1.719925E-05,0.9065539,183.67,0.003143311,-3.099442E-06,0,0.6967773,0.1,0.1,0.1,0
-1.719925E-05,0.9355269,189.54,0.003204346,-3.099442E-06,0,0.7138672,0.1,0.1,0.1,0
-1.058415E-05,0.9612423,194.75,0.003295898,-1.907349E-06,0,0.730957,0.1,0.1,0.1,0
-1.719925E-05,0.9885371,200.28,0.00340271,-3.099442E-06,0,0.7480469,0.1,0.1,0.1,0
-1.719925E-05,1.013759,205.39,0.003448486,-3.099442E-06,0,0.7651367,0.1,0.1,0.1,0
-1.719925E-05,1.040462,210.8,0.003555298,-3.099442E-06,0,0.7817383,0.1,0.1,0.1,0
-1.719925E-05,1.06899,216.58,0.003646851,-3.099442E-06,0,0.7988281,0.1,0.1,0.1,0
-1.719925E-05,1.096137,222.08,0.003753662,-3.099442E-06,0,0.815918,0.1,0.1,0.1,0
-1.719925E-05,1.127282,228.39,0.003799438,-3.099442E-06,0,0.8330078,0.1,0.1,0.1,0
-1.719925E-05,1.155761,234.16,0.00390625,-3.099442E-06,0,0.8500977,0.1,0.1,0.1,0
-1.719925E-05,1.186264,240.34,0.003997803,-3.099442E-06,0,0.8666992,0.1,0.1,0.1,0
-1.719925E-05,1.213707,245.9,0.004104614,-3.099442E-06,0,0.8837891,0.1,0.1,0.1,0
-2.249132E-05,1.239373,251.1,0.004150391,-4.053116E-06,0,0.9008789,0.1,0.1,0.1,0
-1.719925E-05,1.266372,256.57,0.004257202,-3.099442E-06,0,0.9179688,0.1,0.1,0.1,0
-1.719925E-05,1.293864,262.14,0.004348755,-3.099442E-06,0,0.9350586,0.1,0.1,0.1,0
-1.719925E-05,1.322344,267.91,0.004455566,-3.099442E-06,0,0.9516602,0.1,0.1,0.1,0
-1.719925E-05,1.349441,273.4,0.004501343,-3.099442E-06,0,0.96875,0.1,0.1,0.1,0
-2.249132E-05,1.379648,279.52,0.004592896,-4.053116E-06,0,0.9858398,0.1,0.1,0.1,0
-2.249132E-05,1.408275,285.32,0.004699707,-4.053116E-06,0,1.00293,0.1,0.1,0.1,0
-1.719925E-05,1.437693,291.28,0.004806519,-3.099442E-06,0,1.02002,0.1,0.1,0.1,0
-1.058415E-05,1.466073,297.03,0.004852295,-1.907349E-06,0,1.037109,0.1,0.1,0.1,0
-1.058415E-05,1.494059,302.7,0.004943848,-1.907349E-06,0,1.053711,0.1,0.1,0.1,0
-1.058415E-05,1.522687,308.5,0.005050659,-1.907349E-06,0,1.070801,0.1,0.1,0.1,0
-1.058415E-05,1.549142,313.86,0.005096436,-1.907349E-06,0,1.087891,0.1,0.1,0.1,0
-1.058415E-05,1.576586,319.42,0.005142212,-1.907349E-06,0,1.10498,0.1,0.1,0.1,0
-1.058415E-05,1.604966,325.17,0.005249023,-1.907349E-06,0,1.12207,0.1,0.1,0.1,0
-1.058415E-05,1.632113,330.67,0.005355835,-1.907349E-06,0,1.138672,0.1,0.1,0.1,0
-1.058415E-05,1.660247,336.37,0.005447388,-1.907349E-06,0,1.155762,0.1,0.1,0.1,0
-1.058415E-05,1.688233,342.04,0.005493164,-1.907349E-06,0,1.172852,0.1,0.1,0.1,0
-5.292075E-06,1.716761,347.82,0.005599976,-9.536743E-07,0,1.189941,0.1,0.1,0.1,0
-5.292075E-06,1.74529,353.6,0.005706787,-9.536743E-07,0,1.207031,0.1,0.1,0.1,0
-1.058415E-05,1.774658,359.55,0.005752563,-1.907349E-06,0,1.224121,0.1,0.1,0.1,0
-1.058415E-05,1.802545,365.2,0.005844116,-1.907349E-06,0,1.240723,0.1,0.1,0.1,0
-1.058415E-05,1.83369,371.51,0.005950928,-1.907349E-06,0,1.257813,0.1,0.1,0.1,0
-1.058415E-05,1.861133,377.07,0.00604248,-1.907349E-06,0,1.274902,0.1,0.1,0.1,0
-1.058415E-05,1.889612,382.84,0.006103516,-1.907349E-06,0,1.291992,0.1,0.1,0.1,0
-1.058415E-05,1.919326,388.86,0.006195068,-1.907349E-06,0,1.309082,0.1,0.1,0.1,0
-1.058415E-05,1.95205,395.49,0.00630188,-1.907349E-06,0,1.325684,0.1,0.1,0.1,0
-1.058415E-05,1.982602,401.68,0.006393433,-1.907349E-06,0,1.342773,0.1,0.1,0.1,0
-1.058415E-05,2.008663,406.96,0.006454468,-1.907349E-06,0,1.359863,0.1,0.1,0.1,0
-1.058415E-05,2.036106,412.52,0.006546021,-1.907349E-06,0,1.376953,0.1,0.1,0.1,0
-1.058415E-05,2.064734,418.32,0.006652832,-1.907349E-06,0,1.394043,0.1,0.1,0.1,0
-1.058415E-05,2.09573,424.6,0.006698608,-1.907349E-06,0,1.411133,0.1,0.1,0.1,0
-1.719925E-05,2.12648,430.83,0.00680542,-3.099442E-06,0,1.427734,0.1,0.1,0.1,0
-1.719925E-05,2.157477,437.11,0.006896973,-3.099442E-06,0,1.444824,0.1,0.1,0.1,0
-1.719925E-05,2.187585,443.21,0.007003784,-3.099442E-06,0,1.461914,0.1,0.1,0.1,0
-1.719925E-05,2.218187,449.41,0.007049561,-3.099442E-06,0,1.479004,0.1,0.1,0.1,0
-1.719925E-05,2.2479,455.43,0.007156372,-3.099442E-06,0,1.496094,0.1,0.1,0.1,0
-2.249132E-05,2.277021,461.33,0.007247925,-4.053116E-06,0,1.512695,0.1,0.1,0.1,0
-2.249132E-05,2.304909,466.98,0.007293701,-4.053116E-06,0,1.529785,0.1,0.1,0.1,0
-2.249132E-05,2.333289,472.73,0.007354736,-4.053116E-06,0,1.546875,0.1,0.1,0.1,0
-2.249132E-05,2.364631,479.08,0.007446289,-4.053116E-06,0,1.563965,0.1,0.1,0.1,0
-2.249132E-05,2.397652,485.77,0.007553101,-4.053116E-06,0,1.581055,0.1,0.1,0.1,0
-2.249132E-05,2.43008,492.34,0.007644653,-4.053116E-06,0,1.597656,0.1,0.1,0.1,0
-2.249132E-05,2.459003,498.2,0.007705688,-4.053116E-06,0,1.614746,0.1,0.1,0.1,0
-2.249132E-05,2.489457,504.37,0.007797241,-4.053116E-06,0,1.631836,0.1,0.1,0.1,0
-1.719925E-05,2.523267,511.22,0.007904053,-3.099442E-06,0,1.648926,0.1,0.1,0.1,0
-1.719925E-05,2.554906,517.63,0.007995605,-3.099442E-06,0,1.666016,0.1,0.1,0.1,0
-1.719925E-05,2.584027,523.53,0.008102417,-3.099442E-06,0,1.683105,0.1,0.1,0.1,0
-1.058415E-05,2.613197,529.44,0.008148193,-1.907349E-06,0,1.699707,0.1,0.1,0.1,0
-1.719925E-05,2.644588,535.8,0.008255005,-3.099442E-06,0,1.716797,0.1,0.1,0.1,0
-1.058415E-05,2.678251,542.62,0.008346558,-1.907349E-06,0,1.733887,0.1,0.1,0.1,0
-1.058415E-05,2.706384,548.32,0.008453369,-1.907349E-06,0,1.750977,0.1,0.1,0.1,0
-1.058415E-05,2.734962,554.11,0.008499146,-1.907349E-06,0,1.768066,0.1,0.1,0.1,0
-1.058415E-05,2.764725,560.14,0.008605957,-1.907349E-06,0,1.784668,0.1,0.1,0.1,0
-1.058415E-05,2.795525,566.38,0.00869751,-1.907349E-06,0,1.801758,0.1,0.1,0.1,0
-5.292075E-06,2.825287,572.41,0.008743286,-9.536743E-07,0,1.818848,0.1,0.1,0.1,0
-5.292075E-06,2.856383,578.71,0.008850098,-9.536743E-07,0,1.835938,0.1,0.1,0.1,0
-5.292075E-06,2.889601,585.44,0.00894165,-9.536743E-07,0,1.853027,0.1,0.1,0.1,0
0,2.921831,591.97,0.009048462,0,0,1.870117,0.1,0.1,0.1,0
0,2.951396,597.96,0.009155273,0,0,1.886719,0.1,0.1,0.1,0
0,2.977753,603.3,0.00920105,0,0,1.903809,0.1,0.1,0.1,0
0,3.006973,609.22,0.009292603,0,0,1.920898,0.1,0.1,0.1,0
0,3.038562,615.62,0.009399414,0,0,1.937988,0.1,0.1,0.1,0
0,3.068967,621.78,0.00944519,0,0,1.955078,0.1,0.1,0.1,0
5.292075E-06,3.097446,627.55,0.009490967,9.536743E-07,0,1.97168,0.1,0.1,0.1,0
5.292075E-06,3.127307,633.6,0.009597778,9.536743E-07,0,1.98877,0.1,0.1,0.1,0
5.292075E-06,3.157909,639.8,0.00970459,9.536743E-07,0,2.005859,0.1,0.1,0.1,0
5.292075E-06,3.187672,645.83,0.009796143,9.536743E-07,0,2.022949,0.1,0.1,0.1,0
1.058415E-05,3.21857,652.09,0.009841919,1.907349E-06,0,2.040039,0.1,0.1,0.1,0
5.292075E-06,3.250011,658.46,0.00994873,9.536743E-07,0,2.057129,0.1,0.1,0.1,0
5.292075E-06,3.281748,664.89,0.01010132,9.536743E-07,0,2.07373,0.1,0.1,0.1,0
5.292075E-06,3.312498,671.12,0.01014709,9.536743E-07,0,2.09082,0.1,0.1,0.1,0
5.292075E-06,3.339793,676.65,0.01019287,9.536743E-07,0,2.10791,0.1,0.1,0.1,0
5.292075E-06,3.372122,683.2,0.01029968,9.536743E-07,0,2.125,0.1,0.1,0.1,0
5.292075E-06,3.402724,689.4,0.01045227,9.536743E-07,0,2.14209,0.1,0.1,0.1,0
0,3.432684,695.47,0.01049805,0,0,2.158691,0.1,0.1,0.1,0
0,3.45756,700.51,0.01054382,0,0,2.175781,0.1,0.1,0.1,0
0,3.485497,706.17,0.01060486,0,0,2.192871,0.1,0.1,0.1,0
0,3.518912,712.94,0.01074219,0,0,2.209961,0.1,0.1,0.1,0
0,3.549267,719.09,0.010849,0,0,2.227051,0.1,0.1,0.1,0
0,3.579819,725.28,0.01089478,0,0,2.244141,0.1,0.1,0.1,0
5.292075E-06,3.609385,731.27,0.01094055,9.536743E-07,0,2.260742,0.1,0.1,0.1,0
0,3.642109,737.9,0.01109314,0,0,2.277832,0.1,0.1,0.1,0
0,3.674438,744.45,0.01119995,0,0,2.294922,0.1,0.1,0.1,0
0,3.700449,749.72,0.01124573,0,0,2.312012,0.1,0.1,0.1,0
0,3.729225,755.55,0.0112915,0,0,2.329102,0.1,0.1,0.1,0
0,3.756668,761.11,0.01139832,0,0,2.345703,0.1,0.1,0.1,0
-5.292075E-06,3.788455,767.55,0.01150513,-9.536743E-07,0,2.362793,0.1,0.1,0.1,0
-5.292075E-06,3.816588,773.25,0.0115509,-9.536743E-07,0,2.379883,0.1,0.1,0.1,0
-5.292075E-06,3.845463,779.1,0.01164246,-9.536743E-07,0,2.396973,0.1,0.1,0.1,0
-5.292075E-06,3.877151,785.52,0.01174927,-9.536743E-07,0,2.414063,0.1,0.1,0.1,0
-5.292075E-06,3.908542,791.88,0.01184082,-9.536743E-07,0,2.430664,0.1,0.1,0.1,0
-1.058415E-05,3.939242,798.1,0.01190186,-1.907349E-06,0,2.447754,0.1,0.1,0.1,0
-1.058415E-05,3.966439,803.61,0.01194763,-1.907349E-06,0,2.464844,0.1,0.1,0.1,0
-1.058415E-05,3.997238,809.85,0.01210022,-1.907349E-06,0,2.481934,0.1,0.1,0.1,0
-1.058415E-05,4.027544,815.99,0.01219177,-1.907349E-06,0,2.499023,0.1,0.1,0.1,0
-1.058415E-05,4.056221,821.8,0.01225281,-1.907349E-06,0,2.516113,0.1,0.1,0.1,0
-1.719925E-05,4.085638,827.76,0.01229858,-3.099442E-06,0,2.532715,0.1,0.1,0.1,0
-2.249132E-05,4.115696,833.85,0.01239014,-4.053116E-06,0,2.549805,0.1,0.1,0.1,0
-2.249132E-05,4.148914,840.58,0.01254272,-4.053116E-06,0,2.566895,0.1,0.1,0.1,0
-2.77834E-05,4.177295,846.33,0.01260376,-5.00679E-06,0,2.583984,0.1,0.1,0.1,0
-2.77834E-05,4.205429,852.03,0.01264954,-5.00679E-06,0,2.601074,0.1,0.1,0.1,0
-2.77834E-05,4.235142,858.05,0.01274109,-5.00679E-06,0,2.617676,0.1,0.1,0.1,0
-2.77834E-05,4.267471,864.6,0.0128479,-5.00679E-06,0,2.634766,0.1,0.1,0.1,0
-2.77834E-05,4.298962,870.98,0.01295471,-5.00679E-06,0,2.651855,0.1,0.1,0.1,0
-2.77834E-05,4.326158,876.49,0.01300049,-5.00679E-06,0,2.668945,0.1,0.1,0.1,0
-2.77834E-05,4.358487,883.04,0.01309204,-5.00679E-06,0,2.686035,0.1,0.1,0.1,0
-2.77834E-05,4.389089,889.24,0.01319885,-5.00679E-06,0,2.703125,0.1,0.1,0.1,0
-2.77834E-05,4.420382,895.58,0.01329041,-5.00679E-06,0,2.719727,0.1,0.1,0.1,0
-3.042943E-05,4.448861,901.35,0.01335144,-5.483627E-06,0,2.736816,0.1,0.1,0.1,0
-3.042943E-05,4.47818,907.29,0.01339722,-5.483627E-06,0,2.753906,0.1,0.1,0.1,0
-3.042943E-05,4.510707,913.88,0.0135498,-5.483627E-06,0,2.770996,0.1,0.1,0.1,0
-3.042943E-05,4.540519,919.92,0.01364136,-5.483627E-06,0,2.788086,0.1,0.1,0.1,0
-3.042943E-05,4.565938,925.07,0.01370239,-5.483627E-06,0,2.804688,0.1,0.1,0.1,0
-3.042943E-05,4.594121,930.78,0.01374817,-5.483627E-06,0,2.821777,0.1,0.1,0.1,0
-3.042943E-05,4.625118,937.06,0.01383972,-5.483627E-06,0,2.838867,0.1,0.1,0.1,0
-3.042943E-05,4.656263,943.37,0.01394653,-5.483627E-06,0,2.855957,0.1,0.1,0.1,0
-3.042943E-05,4.684446,949.08,0.01399231,-5.483627E-06,0,2.873047,0.1,0.1,0.1,0
-3.042943E-05,4.714999,955.27,0.01409912,-5.483627E-06,0,2.890137,0.1,0.1,0.1,0
-3.042943E-05,4.746834,961.72,0.01419067,-5.483627E-06,0,2.906738,0.1,0.1,0.1,0
-3.042943E-05,4.778472,968.13,0.01429749,-5.483627E-06,0,2.923828,0.1,0.1,0.1,0
-3.042943E-05,4.80868,974.25,0.01434326,-5.483627E-06,0,2.940918,0.1,0.1,0.1,0
-3.042943E-05,4.83864,980.32,0.01445007,-5.483627E-06,0,2.958008,0.1,0.1,0.1,0
-3.042943E-05,4.871068,986.89,0.01454163,-5.483627E-06,0,2.975098,0.1,0.1,0.1,0
-3.042943E-05,4.904335,993.63,0.01464844,-5.483627E-06,0,2.991699,0.1,0.1,0.1,0
-3.042943E-05,4.933999,999.64,0.01469421,-5.483627E-06,0,3.008789,0.1,0.1,0.1,0
-3.042943E-05,4.964255,1005.77,0.01480103,-5.483627E-06,0,3.025879,0.1,0.1,0.1,0
-3.042943E-05,4.9954,1012.08,0.01489258,-5.483627E-06,0,3.042969,0.1,0.1,0.1,0
-3.042943E-05,5.025804,1018.24,0.01499939,-5.483627E-06,0,3.060059,0.1,0.1,0.1,0
-3.042943E-05,5.053593,1023.87,0.01504517,-5.483627E-06,0,3.07666,0.1,0.1,0.1,0
-3.042943E-05,5.085182,1030.27,0.01515198,-5.483627E-06,0,3.09375,0.1,0.1,0.1,0
-3.042943E-05,5.117413,1036.8,0.01524353,-5.483627E-06,0,3.11084,0.1,0.1,0.1,0
-3.042943E-05,5.149446,1043.29,0.01535034,-5.483627E-06,0,3.12793,0.1,0.1,0.1,0
-3.042943E-05,5.176395,1048.75,0.01539612,-5.483627E-06,0,3.14502,0.1,0.1,0.1,0
-3.042943E-05,5.202555,1054.05,0.01544189,-5.483627E-06,0,3.162109,0.1,0.1,0.1,0
-3.042943E-05,5.234045,1060.43,0.01554871,-5.483627E-06,0,3.178711,0.1,0.1,0.1,0
-3.042943E-05,5.2682,1067.35,0.01570129,-5.483627E-06,0,3.195801,0.1,0.1,0.1,0
-3.572151E-05,5.300431,1073.88,0.01579285,-6.437302E-06,0,3.212891,0.1,0.1,0.1,0
-3.572151E-05,5.329404,1079.75,0.01585388,-6.437302E-06,0,3.22998,0.1,0.1,0.1,0
-3.572151E-05,5.357587,1085.46,0.01589966,-6.437302E-06,0,3.24707,0.1,0.1,0.1,0
-3.572151E-05,5.389719,1091.97,0.01599121,-6.437302E-06,0,3.263672,0.1,0.1,0.1,0
-3.572151E-05,5.423727,1098.86,0.0161438,-6.437302E-06,0,3.280762,0.1,0.1,0.1,0
-3.572151E-05,5.452008,1104.59,0.01618958,-6.437302E-06,0,3.297852,0.1,0.1,0.1,0
-4.101358E-05,5.479352,1110.13,0.01625061,-7.390976E-06,0,3.314941,0.1,0.1,0.1,0
-4.101358E-05,5.510991,1116.54,0.01634216,-7.390976E-06,0,3.332031,0.1,0.1,0.1,0
-4.101358E-05,5.546035,1123.64,0.01649475,-7.390976E-06,0,3.349121,0.1,0.1,0.1,0
-4.101358E-05,5.577426,1130,0.01654053,-7.390976E-06,0,3.365723,0.1,0.1,0.1,0
-4.101358E-05,5.602945,1135.17,0.01660156,-7.390976E-06,0,3.382813,0.1,0.1,0.1,0
-4.101358E-05,5.629745,1140.6,0.01664734,-7.390976E-06,0,3.399902,0.1,0.1,0.1,0
-4.101358E-05,5.658522,1146.43,0.01673889,-7.390976E-06,0,3.416992,0.1,0.1,0.1,0
-4.101358E-05,5.692578,1153.33,0.01689148,-7.390976E-06,0,3.434082,0.1,0.1,0.1,0
-3.572151E-05,5.721057,1159.1,0.01695251,-6.437302E-06,0,3.450684,0.1,0.1,0.1,0
-3.572151E-05,5.747365,1164.43,0.01699829,-6.437302E-06,0,3.467773,0.1,0.1,0.1,0
-3.572151E-05,5.777375,1170.51,0.01708984,-6.437302E-06,0,3.484863,0.1,0.1,0.1,0
-3.572151E-05,5.808125,1176.74,0.01719666,-6.437302E-06,0,3.501953,0.1,0.1,0.1,0
-3.572151E-05,5.841096,1183.42,0.01730347,-6.437302E-06,0,3.519043,0.1,0.1,0.1,0
-3.572151E-05,5.867502,1188.77,0.01734924,-6.437302E-06,0,3.536133,0.1,0.1,0.1,0
-3.042943E-05,5.896277,1194.6,0.01739502,-5.483627E-06,0,3.552734,0.1,0.1,0.1,0
-3.042943E-05,5.926485,1200.72,0.01754761,-5.483627E-06,0,3.569824,0.1,0.1,0.1,0
-2.77834E-05,5.959208,1207.35,0.01763916,-5.00679E-06,0,3.586914,0.1,0.1,0.1,0
-2.77834E-05,5.988033,1213.19,0.0177002,-5.00679E-06,0,3.604004,0.1,0.1,0.1,0
-2.77834E-05,6.015822,1218.82,0.01774597,-5.00679E-06,0,3.621094,0.1,0.1,0.1,0
-2.77834E-05,6.048201,1225.38,0.01785278,-5.00679E-06,0,3.637695,0.1,0.1,0.1,0
-2.249132E-05,6.079691,1231.76,0.01799011,-4.053116E-06,0,3.654785,0.1,0.1,0.1,0
-2.249132E-05,6.109799,1237.86,0.01805115,-4.053116E-06,0,3.671875,0.1,0.1,0.1,0
-2.249132E-05,6.136453,1243.26,0.01809692,-4.053116E-06,0,3.688965,0.1,0.1,0.1,0
-1.719925E-05,6.166412,1249.33,0.01818848,-3.099442E-06,0,3.706055,0.1,0.1,0.1,0
-1.719925E-05,6.197508,1255.63,0.01829529,-3.099442E-06,0,3.722656,0.1,0.1,0.1,0
-1.058415E-05,6.226678,1261.54,0.0184021,-1.907349E-06,0,3.739746,0.1,0.1,0.1,0
-5.292075E-06,6.253776,1267.03,0.01844788,-9.536743E-07,0,3.756836,0.1,0.1,0.1,0
-5.292075E-06,6.283094,1272.97,0.01853943,-9.536743E-07,0,3.773926,0.1,0.1,0.1,0
-5.292075E-06,6.316312,1279.7,0.01864624,-9.536743E-07,0,3.791016,0.1,0.1,0.1,0
-5.292075E-06,6.346124,1285.74,0.01875305,-9.536743E-07,0,3.808105,0.1,0.1,0.1,0
0,6.373271,1291.24,0.01879883,0,0,3.824707,0.1,0.1,0.1,0
0,6.403132,1297.29,0.0188446,0,0,3.841797,0.1,0.1,0.1,0
5.292075E-06,6.436399,1304.03,0.01899719,9.536743E-07,0,3.858887,0.1,0.1,0.1,0
5.292075E-06,6.469716,1310.78,0.01908875,9.536743E-07,0,3.875977,0.1,0.1,0.1,0
5.292075E-06,6.495875,1316.08,0.01914978,9.536743E-07,0,3.893066,0.1,0.1,0.1,0
5.292075E-06,6.524355,1321.85,0.01919556,9.536743E-07,0,3.909668,0.1,0.1,0.1,0
5.292075E-06,6.554562,1327.97,0.01930237,9.536743E-07,0,3.926758,0.1,0.1,0.1,0
5.292075E-06,6.587039,1334.55,0.01939392,9.536743E-07,0,3.943848,0.1,0.1,0.1,0
5.292075E-06,6.61542,1340.3,0.01950073,9.536743E-07,0,3.960938,0.1,0.1,0.1,0
1.058415E-05,6.641827,1345.65,0.01954651,1.907349E-06,0,3.978027,0.1,0.1,0.1,0
1.058415E-05,6.67228,1351.82,0.01959229,1.907349E-06,0,3.995117,0.1,0.1,0.1,0
1.058415E-05,6.706337,1358.72,0.01974487,1.907349E-06,0,4.011719,0.1,0.1,0.1,0
1.058415E-05,6.737876,1365.11,0.01985168,1.907349E-06,0,4.028809,0.1,0.1,0.1,0
1.058415E-05,6.764431,1370.49,0.01989746,1.907349E-06,0,4.045898,0.1,0.1,0.1,0
1.719925E-05,6.793256,1376.33,0.01994324,3.099442E-06,0,4.062988,0.1,0.1,0.1,0
1.719925E-05,6.822723,1382.3,0.02009583,3.099442E-06,0,4.080078,0.1,0.1,0.1,0
1.719925E-05,6.854608,1388.76,0.0201416,3.099442E-06,0,4.09668,0.1,0.1,0.1,0
1.719925E-05,6.881162,1394.14,0.02024841,3.099442E-06,0,4.11377,0.1,0.1,0.1,0
1.719925E-05,6.911418,1400.27,0.02029419,3.099442E-06,0,4.130859,0.1,0.1,0.1,0
1.719925E-05,6.946364,1407.35,0.020401,3.099442E-06,0,4.147949,0.1,0.1,0.1,0
1.719925E-05,6.980914,1414.35,0.02053833,3.099442E-06,0,4.165039,0.1,0.1,0.1,0
1.719925E-05,7.012553,1420.76,0.02059937,3.099442E-06,0,4.182129,0.1,0.1,0.1,0
1.719925E-05,7.03738,1425.79,0.02064514,3.099442E-06,0,4.19873,0.1,0.1,0.1,0
1.719925E-05,7.067044,1431.8,0.02075195,3.099442E-06,0,4.21582,0.1,0.1,0.1,0
1.719925E-05,7.0973,1437.93,0.02084351,3.099442E-06,0,4.23291,0.1,0.1,0.1,0
1.719925E-05,7.129629,1444.48,0.02095032,3.099442E-06,0,4.25,0.1,0.1,0.1,0
1.719925E-05,7.156233,1449.87,0.02099609,3.099442E-06,0,4.26709,0.1,0.1,0.1,0
1.719925E-05,7.189007,1456.51,0.02104187,3.099442E-06,0,4.283691,0.1,0.1,0.1,0
1.719925E-05,7.224841,1463.77,0.02119446,3.099442E-06,0,4.300781,0.1,0.1,0.1,0
1.719925E-05,7.258848,1470.66,0.02134705,3.099442E-06,0,4.317871,0.1,0.1,0.1,0
1.719925E-05,7.287525,1476.47,0.02139282,3.099442E-06,0,4.334961,0.1,0.1,0.1,0
1.719925E-05,7.309834,1480.99,0.02139282,3.099442E-06,0,4.352051,0.1,0.1,0.1,0
1.058415E-05,7.34098,1487.3,0.02149963,1.907349E-06,0,4.369141,0.1,0.1,0.1,0
1.719925E-05,7.371877,1493.56,0.02165222,3.099442E-06,0,4.385742,0.1,0.1,0.1,0
1.719925E-05,7.403417,1499.95,0.021698,3.099442E-06,0,4.402832,0.1,0.1,0.1,0
1.719925E-05,7.431353,1505.61,0.02174377,3.099442E-06,0,4.419922,0.1,0.1,0.1,0
1.719925E-05,7.462202,1511.86,0.02185059,3.099442E-06,0,4.437012,0.1,0.1,0.1,0
1.719925E-05,7.499664,1519.45,0.02198792,3.099442E-06,0,4.454102,0.1,0.1,0.1,0
1.719925E-05,7.531599,1525.92,0.02209473,3.099442E-06,0,4.470703,0.1,0.1,0.1,0
1.719925E-05,7.560621,1531.8,0.0221405,3.099442E-06,0,4.487793,0.1,0.1,0.1,0
1.719925E-05,7.58451,1536.64,0.02220154,3.099442E-06,0,4.504883,0.1,0.1,0.1,0
2.249132E-05,7.614618,1542.74,0.02229309,4.053116E-06,0,4.521973,0.1,0.1,0.1,0
2.249132E-05,7.645516,1549,0.0223999,4.053116E-06,0,4.539063,0.1,0.1,0.1,0
2.249132E-05,7.675674,1555.11,0.02249146,4.053116E-06,0,4.555664,0.1,0.1,0.1,0
